nflId,height,weight,birthDate,collegeName,Position,displayName
48000,11-May,201,9/12/1996,Texas,CB,Kris Boyd
47801,3-Jun,305,6/20/1995,North Carolina State,C,Garrett Bradbury
40437,2-Jun,220,2/28/1990,Louisiana Tech,P,Ryan Allen
47787,4-Jun,265,5/17/1997,Clemson,DE,Clelin Ferrell
46209,2-Jun,291,5/9/1995,Michigan,DT,Maurice Hurst
40579,3-Jun,220,3/5/1991,Miami,OLB,Ray-Ray Armstrong
47960,1-Jun,207,12/12/1995,Rutgers,FS,Saquan Hampton
42112,11-May,195,11/1/1990,West Texas A&amp;M,K,Sergio Castillo
43447,5-Jun,324,2/6/1992,South Carolina,T,Brandon Shell
42373,11-May,196,8/29/1992,Arizona State,FS,Damarious Randall
46201,5-Jun,210,2/23/1995,New Mexico State,WR,Jaleel Scott
43346,3-Jun,215,3/15/1995,Clemson,SS,T.J. Green
46117,2-Jun,251,12/28/1996,Southern California,DE,Uchenna Nwosu
38843,10-May,195,6/23/1990,Virginia,FS,Rodney McLeod
46199,5-Jun,253,3/29/1997,Florida State,DE,Josh Sweat
46194,9-May,184,3/31/1996,Pittsburgh,CB,Avonte Maddox
52553,5-Jun,296,4/1/1997,Auburn,T,Jack Driscoll
44854,1-Jun,195,9/8/1996,Utah,FS,Marcus Williams
42875,Jun-00,203,2/22/1992,Texas A&amp;M,SS,Deshazor Everett
41361,Jun-00,230,10/7/1991,Boston College,OLB,Kevin Pierre-Louis
43637,9-May,193,1/21/1993,Minnesota,FS,Briean Boddy-Calhoun
52770,Jun-00,206,8/1/1998,NA,RB,Javon Leake
45069,5-Jun,260,1/27/1994,San Diego State,G,Daniel Brunskill
45185,1-Jun,203,8/4/1995,Eastern Washington,WR,Kendrick Bourne
40416,4-Jun,295,4/23/1991,Alabama-Birmingham,T,Christopher Hubbard
43333,5-Jun,287,5/11/1994,Illinois,DE,Jihad Ward
42359,Jun-00,185,8/5/1992,Wake Forest,CB,Kevin Johnson
46437,1-Jun,238,4/13/1995,Rutgers,RB,Gus Edwards
42375,2-Jun,320,2/2/1994,Texas,DT,Malcom Brown
43491,4-Jun,275,8/9/1992,Penn State,DT,Anthony Zettel
43301,2-Jun,305,4/2/1994,Louisville,DT,Sheldon Rankins
41250,11-May,205,10/10/1991,Michigan State,CB,Darqueze Dennard
43445,Jun-00,217,2/2/1994,Arkansas,RB,Jonathan Williams
46222,4-Jun,310,9/5/1995,Oregon,T,Tyrell Crosby
43305,7-Jun,318,8/23/1993,Ohio State,T,Taylor Decker
46312,10-May,185,4/17/1996,Western Carolina,CB,Keion Crossen
38691,9-May,210,12/16/1989,Texas A&amp;M,K,Randy Bullock
47794,4-Jun,305,11/17/1997,Alabama,T,Jonah Williams
48016,1-Jun,242,7/29/1996,Auburn,FB,Chandler Cox
47881,11-May,226,8/28/1996,Murray State,OLB,Quincy Williams
41665,3-Jun,310,5/5/1991,Clemson,G,Tyler Shatley
48210,5-Jun,250,4/30/1997,"Marian, Ind.",TE,Brandon Dillon
37118,6-Jun,265,11/9/1989,Notre Dame,TE,Kyle Rudolph
41416,Jun-00,192,9/16/1991,Notre Dame,FS,Bennett Jackson
41154,3-Jun,305,3/15/1993,N.E. Mississippi CC,DT,Daniel Ross
43372,3-Jun,259,7/1/1994,Georgia,OLB,Jordan Jenkins
53014,1-Jun,195,12/11/1996,Louisiana-Lafayette,WR,Ja'Marcus Bradley
44901,1-Jun,233,4/24/1996,Texas,RB,D'Onta Foreman
45037,Jun-00,202,5/7/1995,Arizona State,K,Zane Gonzalez
30838,11-May,185,4/16/1984,South Carolina,CB,Johnathan Joseph
43686,1-Jun,310,7/13/1994,Florida Atlantic,DT,Trevon Coley
41239,1-Jun,280,5/23/1991,Pittsburgh,DT,Aaron Donald
46237,4-Jun,293,6/4/1996,Ohio State,T,Jamarco Jones
52988,2-Jun,190,10/13/1997,Southern Illinois,DB,Madre Harper
52518,10-May,198,6/23/1998,UCLA,CB,Darnay Holmes
46432,11-May,197,2/2/1995,James Madison,FS,Raven Greene
52511,2-Jun,225,8/5/1998,Colorado,OLB,Davion Taylor
38734,4-Jun,300,4/15/1989,Boise State,DE,Billy Winn
43408,10-May,185,10/7/1993,San Jose State,RB,Tyler Ervin
47858,4-Jun,250,6/26/1996,Texas A&amp;M,TE,Jace Sternberger
52799,2-Jun,227,4/12/1997,Notre Dame,LB,Asmar Bilal
47874,6-Jun,307,9/5/1996,Sioux Falls,T,Trey Pipkins
52829,2-Jun,295,10/15/1996,Louisiana State,NT,Breiden Fehoko
46125,10-May,198,10/13/1995,Florida,CB,Duke Dawson
52454,9-May,176,7/8/1999,Penn State,WR,K.J. Hamler
39146,5-Jun,310,4/11/1989,Oregon State,T,Mike Remmers
43454,10-May,185,3/1/1994,West Alabama,WR,Tyreek Hill
42489,Jun-00,191,11/29/1993,Maryland,WR,Stefon Diggs
46902,1-Jun,229,12/14/1995,Western Michigan,OLB,Robert Spillane
43466,5-Jun,245,7/30/1993,South Carolina State,TE,Temarrick Hemingway
41959,6-Jun,330,7/7/1992,Bloomsburg,T,Matt Feiler
46362,5-Jun,214,1/6/1996,Alabama,WR,Cam Sims
44942,6-Jun,330,10/21/1995,Florida,T,David Sharpe
43555,6-Jun,300,5/19/1993,Harvard,C,Adam Redmond
40106,5-Jun,254,1/15/1990,Rice,TE,Luke Willson
47808,9-May,170,6/4/1997,Oklahoma,WR,Marquise Brown
41316,Jun-00,193,4/4/1991,Rice,CB,Phillip Gaines
45657,9-May,195,10/29/1993,West Alabama,CB,Dee Virgin
48007,3-Jun,246,5/21/1997,Georgia,TE,Isaac Nauta
52605,2-Jun,333,5/31/1997,Utah,DT,John Penisini
43310,Jun-00,184,4/16/1994,Notre Dame,WR,Will Fuller
43422,1-Jun,177,7/23/1995,Louisiana State,CB,Rashard Robinson
48687,9-May,179,12/6/1994,Oregon,RB,Tony Brooks-James
43354,7-Jun,275,4/12/1993,Penn State,DE,Carl Nassib
44286,9-May,205,11/29/1993,Jacksonville State,RB,Troymaine Pope
43309,1-Jun,232,10/18/1994,Ohio State,ILB,Darron Lee
48663,4-Jun,280,2/6/1998,Oklahoma,DE,Amani Bledsoe
46322,5-Jun,228,2/3/1997,Florida State,WR,Auden Tate
43377,5-Jun,245,11/25/1991,Utah State,OLB,Kyler Fackrell
43313,Jun-00,196,10/27/1992,Houston,CB,William Jackson
35499,10-May,197,8/2/1988,Notre Dame,WR,Golden Tate
43329,10-May,201,2/10/1993,Oklahoma,WR,Sterling Shepard
52752,4-Jun,270,2/19/1998,South Dakota,DT,Kameron Cline
43371,5-Jun,311,4/22/1993,Texas Tech,T,Le'Raven Clark
52601,5-Jun,290,1/15/1997,Penn State,DT,Robert Windsor
52437,7-Jun,330,2/12/1999,Georgia,T,Isaiah Wilson
46325,Jun-00,202,12/7/1995,Southern Methodist,WR,Trey Quinn
52725,3-Jun,250,9/1/1996,North Dakota State,TE,Ben Ellefson
45300,5-Jun,265,8/22/1994,Houston,DE,Cameron Malveaux
53030,3-Jun,200,7/17/1996,Utah,DB,Josh Nurse
43331,3-Jun,241,4/27/1994,Boise State,OLB,Kamalei Correa
52481,4-Jun,310,2/1/1997,Ohio State,NT,Davon Hamilton
46700,11-May,185,3/5/1996,Vanderbilt,CB,Tre Herndon
52856,Jun-00,224,6/17/1997,Wisconsin,OLB,Chris Orr
42388,Jun-00,232,2/29/1992,UCLA,ILB,Eric Kendricks
52945,11-May,185,7/16/1995,Arizona,CB,Jace Whittaker
48669,1-Jun,299,3/19/1996,Chattanooga,DT,Isaiah Mack
46280,5-Jun,277,8/2/1996,Mississippi State,TE,Jordan Thomas
45641,5-Jun,250,11/18/1993,Oregon,TE,Evan Baylis
47940,1-Jun,235,5/10/1996,Minnesota,ILB,Blake Cashman
42352,6-Jun,329,4/25/1994,Miami,G,Ereck Flowers
35471,11-May,191,9/7/1987,Florida State,CB,Patrick Robinson
48571,Jun-00,235,8/16/1996,Old Dominion,RB,Jeremy Cox
44951,3-Jun,302,9/30/1993,Michigan,DT,Ryan Glasgow
42935,9-May,188,10/23/1991,Rice,CB,Bryce Callahan
47851,3-Jun,258,3/30/1998,Florida,OLB,Jachai Polite
48035,11-May,202,6/19/1996,Mississippi,CB,Ken Webster
40002,11-May,192,9/29/1990,Boise State,CB,Jamar Taylor
43294,1-Jun,208,10/24/1994,Florida State,CB,Jalen Ramsey
46169,1-Jun,220,9/4/1994,Clemson,ILB,Dorian O'Daniel
35634,10-May,185,7/10/1988,Central Michigan,WR,Antonio Brown
52994,Jun-00,244,11/1/1997,Arkansas,LB,De'Jon Harris
37212,9-May,185,4/26/1989,Chattanooga,CB,Buster Skrine
41444,7-Jun,352,8/11/1992,Tennessee,NT,Daniel McCullers
48304,11-May,188,11/1/1995,North Dakota State,WR,Darrius Shepherd
52556,4-Jun,260,6/2/1998,Syracuse,DE,Alton Robinson
47907,4-Jun,322,10/19/1995,Wake Forest,G,Phil Haynes
33107,4-Jun,315,8/30/1985,Virginia Tech,T,Duane Brown
48543,3-Jun,250,12/9/1992,Georgia,LS,Nick Moore
31517,11-May,192,3/16/1983,Louisiana Tech,CB,Tramon Williams
46032,6-Jun,250,8/26/1993,Southeast Missouri,OLB,Aaron Adeoye
42365,4-Jun,269,2/12/1993,Kentucky,OLB,Bud Dupree
43442,10-May,208,1/20/1994,West Virginia,RB,Wendell Smallwood
41236,4-Jun,253,4/10/1993,North Carolina,TE,Eric Ebron
44874,1-Jun,215,11/22/1996,Southern California,WR,JuJu Smith-Schuster
46129,11-May,213,4/2/1996,Oklahoma State,WR,James Washington
41722,6-Jun,290,2/17/1991,Stanford,DE,Josh Mauro
48032,3-Jun,284,5/5/1996,Temple,DE,Michael Dogbe
46421,3-Jun,215,1/6/1995,South Dakota,QB,Chris Streveler
42006,11-May,190,3/2/1990,West Alabama,CB,Malcolm Butler
42402,5-Jun,315,3/10/1992,Colorado State,T,Ty Sambrailo
46810,1-Jun,231,12/8/1994,Tennessee,P,Trevor Daniel
44970,7-Jun,312,9/14/1993,Vanderbilt,T,Will Holden
45335,Jun-00,189,7/22/1995,Duke,CB,Breon Borders
52859,11-May,210,2/28/1996,NA,RB,Rodney Smith
47820,5-Jun,310,11/4/1997,Mississippi,T,Greg Little
47995,6-Jun,324,8/7/1996,South Carolina,G,Dennis Daley
46536,2-Jun,245,9/7/1994,Nevada-Las Vegas,FB,Johnny Stanton
43701,10-May,190,7/25/1994,Florida Atlantic,CB,Cre'von LeBlanc
48586,10-May,215,11/30/1997,Georgia,RB,Elijah Holyfield
48514,4-Jun,305,8/15/1996,Weber State,G,Iosua Opeta
40138,10-May,215,7/2/1990,Nebraska,RB,Rex Burkhead
42433,5-Jun,320,3/2/1992,Iowa,NT,Carl Davis
46092,2-Jun,310,12/9/1995,Georgia,T,Isaiah Wynn
46126,Jun-00,305,4/5/1995,Sam Houston State,DT,P.J. Hall
46255,2-Jun,242,12/11/1995,Temple,DE,Jacob Martin
43747,Jun-00,230,3/9/1994,Louisville,OLB,James Burgess
52565,11-May,209,7/1/1998,Auburn,SS,Daniel Thomas
47924,8-Jun,265,9/10/1996,Michigan,TE,Zach Gentry
48374,8-May,193,7/23/1997,Virginia,WR,Olamide Zaccheaus
48415,6-May,170,12/4/1997,Assumption,WR,Deonte Harris
43722,10-May,195,8/15/1993,Arkansas State,RB,J.D. McKissic
42998,7-Jun,273,8/18/1993,Iowa State,DE,David Irving
46812,7-Jun,345,9/3/1995,Pittsburgh,T,Jaryd Jones-Smith
43693,Jun-00,227,8/22/1992,Portland State,MLB,Patrick Onwuasor
43419,6-Jun,305,4/21/1992,Nebraska,T,Alex Lewis
43399,6-Jun,257,1/1/1993,Western Kentucky,TE,Tyler Higbee
46216,Jun-00,244,1/25/1995,Virginia,ILB,Micah Kiser
44968,Jun-00,226,2/26/1995,UCLA,ILB,Jayon Brown
52907,4-Jun,246,7/6/1997,Oregon State,TE,Noah Togiai
38668,2-Jun,241,4/2/1990,Temple,MLB,Tahir Whitehead
42377,6-Jun,338,6/23/1993,Penn State,T,Donovan Smith
38852,11-May,195,3/17/1990,Stanford,SS,Michael Thomas
48003,2-Jun,235,5/12/1995,Texas A&amp;M,RB,Cullen Gillaspia
44861,2-Jun,253,8/12/1994,Alabama,DE,Ryan Anderson
44074,10-May,190,4/10/1993,Washington,WR,Marvin Hall
52443,10-May,211,1/14/1999,Georgia,RB,D'Andre Swift
44905,4-Jun,304,7/24/1995,Auburn,DE,Montravius Adams
43363,11-May,196,10/19/1993,Notre Dame,CB,KeiVarae Russell
52872,2-Jun,185,2/23/1999,Florida State,DB,Stanford Samuels
47790,5-Jun,262,7/13/1997,Kentucky,DE,Josh Allen
46772,2-Jun,255,9/17/1995,Miami,OLB,Trent Harris
52507,7-Jun,303,6/11/1997,Connecticut,T,Matt Peart
46103,2-Jun,327,9/2/1995,Texas-El Paso,G,Will Hernandez
45702,2-Jun,223,12/30/1994,Maryland,RB,Trey Edmunds
42810,4-Jun,318,10/26/1991,Kansas State,C,B.J. Finney
35522,3-Jun,335,6/8/1988,Kentucky,NT,Corey Peters
43366,1-Jun,215,2/22/1995,West Virginia,CB,Daryl Worley
53081,Jun-00,205,11/19/1996,Appalachian State,SS,Josh Thomas
52764,10-May,190,9/12/1998,Wake Forest,CB,Essang Bassey
48052,6-Jun,323,10/18/1995,Arizona State,T,Quinn Bailey
28103,6-Jun,263,5/6/1982,Tennessee,TE,Jason Witten
42547,6-Jun,255,9/13/1992,Georgia Tech,TE,Darren Waller
39232,2-Jun,210,2/11/1990,Auburn,CB,Neiko Thorpe
47987,10-May,202,8/7/1998,Miami,RB,Travis Homer
52607,2-Jun,205,3/4/1998,Ohio State,FS,Jordan Fuller
38220,11-May,197,9/2/1987,UCLA,K,Kai Forbath
47844,Jun-00,208,12/22/1997,Washington,SS,Taylor Rapp
39981,1-Jun,211,7/29/1990,Florida International,SS,Johnathan Cyprien
52710,Jun-00,205,6/24/1998,Alabama,DB,Jared Mayden
52627,11-May,210,4/19/1999,Iowa,FS,Geno Stone
42514,4-Jun,270,2/17/1993,Delaware,TE,Nick Boyle
47026,8-May,182,7/22/1996,Tennessee State,CB,Terrell Bonds
43358,2-Jun,246,3/31/1995,Maryland,DE,Yannick Ngakoue
46319,5-Jun,255,12/21/1995,Florida State,TE,Ryan Izzo
52479,3-Jun,300,11/17/1997,Texas A&amp;M,DT,Justin Madubuike
46155,5-Jun,255,9/6/1995,Oklahoma,TE,Mark Andrews
42361,Jun-00,197,1/9/1993,Washington,CB,Marcus Peters
46142,2-Jun,225,12/25/1996,Ohio State,ILB,Jerome Baker
42357,3-Jun,216,1/20/1993,Louisville,WR,DeVante Parker
43327,1-Jun,200,7/4/1993,Baylor,CB,Xavien Howard
46111,6-Jun,252,10/3/1995,Penn State,TE,Mike Gesicki
37251,10-May,215,9/16/1987,East Carolina,WR,Dwayne Harris
48033,3-Jun,245,10/27/1996,Air Force,LS,Austin Cutting
43044,Jun-00,190,7/18/1992,Fresno State,FS,Curtis Riley
47909,1-Jun,200,7/21/1996,Georgia,WR,Riley Ridley
40118,4-Jun,317,9/9/1989,"California, Pa.",G,Eric Kush
48263,3-Jun,225,4/25/1996,Princeton,QB,John Lovett
52650,4-Jun,250,7/28/1999,Miami,OLB,Jonathan Garvin
52708,9-May,205,9/12/1996,Baylor,RB,Jamycal Hasty
47935,1-Jun,232,9/8/1996,Pittsburgh,RB,Qadree Ollison
42568,6-Jun,320,9/10/1991,Eastern Washington,T,Jake Rodgers
37079,3-Jun,220,2/8/1989,Alabama,WR,Julio Jones
41376,9-May,186,12/18/1991,Purdue,CB,Ricardo Allen
46094,4-Jun,245,8/24/1993,South Carolina,TE,Hayden Hurst
46263,Jun-00,184,1/22/1996,Louisiana State,WR,Russell Gage
48364,2-Jun,230,10/9/1996,Illinois,OLB,Del'Shawn Phillips
43008,2-Jun,202,7/22/1992,Florida,CB,Quinton Dunbar
53028,9-May,170,3/31/1998,Northern Arizona,CB,Khalil Dorsey
43392,1-Jun,294,7/1/1994,Notre Dame,DT,Sheldon Day
52450,2-Jun,220,10/5/1998,Colorado,WR,Laviska Shenault
43068,Jun-00,215,11/19/1990,Texas A&amp;M,K,Josh Lambo
44873,2-Jun,220,9/20/1994,North Carolina State,SS,Josh Jones
43516,5-Jun,265,3/19/1994,Vanderbilt,DE,Stephen Weatherly
41969,7-Jun,320,6/16/1990,South Dakota State,G,Bryan Witzmann
44820,11-May,205,6/7/1996,Stanford,RB,Christian McCaffrey
44852,11-May,195,8/11/1996,Ohio State,WR,Curtis Samuel
43987,10-May,185,3/5/1993,North Carolina A&amp;T,CB,Tony McRae
47833,2-Jun,240,8/9/1998,Alabama,TE,Irv Smith
40488,2-Jun,200,8/22/1990,Minn. State-Mankato,WR,Adam Thielen
46221,1-Jun,209,4/27/1995,Arizona,SS,Dane Cruikshank
38629,3-Jun,308,7/2/1989,Georgia,C,Ben Jones
53063,3-Jun,270,10/28/1997,Texas State,C,Aaron Brewer
53085,4-Jun,300,6/10/1996,Yale,G,Dieter Eiselen
38548,2-Jun,247,4/26/1989,South Carolina,DE,Melvin Ingram
46188,2-Jun,216,3/24/1996,West Virginia,OLB,Kyzir White
52746,Jun-00,210,1/5/1997,Arkansas State,WR,Kirk Merritt
49410,11-May,190,7/18/1998,Washington State,FS,Jalen Thompson
41242,4-Jun,315,11/20/1990,Notre Dame,G,Zack Martin
42362,5-Jun,313,8/23/1992,Florida State,T,Cameron Erving
43206,6-Jun,248,1/9/1993,Penn State,TE,Ross Travis
46905,4-Jun,305,6/12/1995,Houston,DE,Nick Thurman
47901,5-Jun,310,8/20/1996,Arkansas,G,Hjalte Froholdt
52487,3-Jun,264,8/14/1997,Florida,DE,Jabari Zuniga
52860,4-Jun,310,1/31/1997,Baylor,C,Sam Tecklenburg
37308,4-Jun,315,3/17/1990,Arizona State,DT,Lawrence Guy
48085,7-Jun,326,6/5/1997,Florida,T,Fred Johnson
48465,3-Jun,310,2/20/1996,Mississippi State,G,Deion Calhoun
48531,5-Jun,315,2/12/1997,Texas A&amp;M,G,Keaton Sutherland
39124,4-Jun,260,1/25/1990,Missouri,LS,Beau Brinkley
43344,2-Jun,203,11/15/1994,Pittsburgh,WR,Tyler Boyd
40000,3-Jun,255,10/20/1989,Southern Mississippi,OLB,Jamie Collins
43716,10-May,211,10/20/1992,Florida,CB,Brian Poole
44924,Jun-00,204,1/20/1995,Colorado,FS,Tedric Thompson
45800,2-Jun,220,6/25/1993,Oklahoma State University,LB,Derrick Moncrief
44857,6-Jun,257,10/24/1994,Ashland,TE,Adam Shaheen
52492,5-Jun,252,8/25/1998,Alabama,LB,Terrell Lewis
43787,5-Jun,294,7/23/1993,Texas-El Paso,DT,Roy Robertson-Harris
52659,5-Jun,242,11/28/1996,Louisiana State,TE,Stephen Sullivan
46113,1-Jun,195,10/23/1995,Washington,WR,Dante Pettis
32224,5-Jun,255,3/11/1985,Miami,TE,Greg Olsen
38138,Jun-00,205,7/21/1989,Carson-Newman,P,Chris Jones
45501,5-Jun,246,2/28/1994,Tennessee,TE,Jason Croom
52587,3-Jun,265,NA,Utah,DE,Bradlee Anae
45797,1-Jun,196,12/1/1993,Mississippi State,WR,Fred Brown
48576,3-Jun,215,6/23/1995,Findlay,WR,Jason Moore
46380,3-Jun,300,2/13/1995,Texas Christian,C,Patrick Morris
43292,5-Jun,280,7/11/1995,Ohio State,DE,Joey Bosa
35481,6-Jun,265,5/14/1989,Arizona,TE,Rob Gronkowski
41233,5-Jun,231,8/21/1993,Texas A&amp;M,WR,Mike Evans
42033,5-Jun,245,7/3/1991,Harvard,TE,Cameron Brate
46535,10-May,195,4/29/1996,Southern Illinois,CB,Craig James
47886,5-Jun,227,5/16/1996,Iowa State,TE,Hakeem Butler
42415,4-Jun,340,3/15/1993,Louisville,G,Jamon Brown
43405,3-Jun,305,11/2/1994,Texas,DT,Hassan Ridgeway
44997,2-Jun,230,2/23/1995,Nebraska,OLB,Nathan Gerry
33130,10-May,175,12/1/1986,California,WR,DeSean Jackson
44838,2-Jun,265,11/2/1995,UCLA,DE,Takkarist McKinley
52681,5-Jun,280,8/27/1997,Ferris State,DE,Austin Edwards
43461,1-Jun,198,10/7/1994,Colorado State,WR,Rashard Higgins
46162,3-Jun,214,4/18/1997,Alabama,SS,Ronnie Harrison
47938,1-Jun,240,2/14/1998,Alabama,OLB,Mack Wilson
42569,5-Jun,310,8/21/1994,Florida State,T,Bobby Hart
45643,Jun-00,237,5/19/1994,Missouri State,ILB,Dylan Cole
40657,3-Jun,235,7/18/1990,West Alabama,ILB,Deon Lacey
52476,1-Jun,200,10/10/1996,California,SS,Ashtyn Davis
42394,3-Jun,251,1/5/1993,Utah,DE,Nate Orchard
38541,3-Jun,346,8/18/1990,Memphis,DT,Dontari Poe
45509,3-Jun,254,6/9/1994,San Jose State,OLB,Isaiah Irving
42395,6-Jun,341,9/21/1992,Oklahoma,DT,Jordan Phillips
42412,10-May,182,9/28/1992,Kansas State,WR,Tyler Lockett
38635,2-Jun,241,9/4/1989,Florida State,OLB,Nigel Bradham
43432,8-May,210,2/22/1993,Texas Tech,RB,DeAndre Washington
40463,3-Jun,263,7/2/1991,Pennsylvania,OLB,Brandon Copeland
52509,4-Jun,251,4/14/1999,Virginia Tech,TE,Dalton Keene
46844,10-May,185,5/23/1996,Wyoming,WR,Rico Gafford
34677,1-Jun,307,5/22/1986,Penn State,C,A.Q. Shipley
44923,Jun-00,176,11/21/1993,Oklahoma,WR,Dede Westbrook
37279,5-Jun,255,8/3/1988,Nevada,TE,Virgil Green
52512,Jun-00,198,8/18/1997,Utah,SS,Terrell Burgess
32202,11-May,180,4/12/1985,Ohio State,WR,Ted Ginn
38642,6-Jun,325,8/1/1989,Mississippi,T,Bobby Massie
46542,3-Jun,210,12/26/1994,Temple,WR,Keith Kirkwood
35559,1-Jun,300,3/28/1988,Georgia,DT,Geno Atkins
52428,4-Jun,250,7/25/1999,Louisiana State,DE,K'Lavon Chaisson
43902,10-May,202,12/7/1992,Louisville,K,Jon Brown
52475,5-Jun,241,12/27/1997,Notre Dame,DE,Julian Okwara
43330,2-Jun,252,9/23/1993,Alabama,MLB,Reggie Ragland
38696,2-Jun,198,3/12/1990,California,WR,Marvin Jones
44908,4-Jun,213,11/3/1993,Northern Illinois,WR,Kenny Golladay
47791,5-Jun,248,7/3/1997,Iowa,TE,T.J. Hockenson
46099,10-May,191,2/11/1997,Central Florida,CB,Mike Hughes
38697,4-Jun,225,3/31/1990,Boise State,FS,George Iloka
46195,9-May,195,9/11/1995,Southern Mississippi,RB,Ito Smith
46143,6-Jun,315,9/10/1996,Louisville,T,Geron Christian
43420,2-Jun,237,1/9/1994,Stanford,ILB,Blake Martinez
37125,10-May,200,12/8/1988,Clemson,FS,Marcus Gilchrist
53013,1-Jun,205,9/5/1996,Liberty,SS,Elijah Benton
43641,9-May,184,3/9/1994,Mississippi,CB,Mike Hilton
44767,9-May,183,12/5/1993,Louisiana State,WR,Cyril Grayson
46248,10-May,180,10/11/1994,Tulane,CB,Parry Nickerson
35794,5-Jun,308,4/6/1988,Air Force,C,Ben Garland
42389,1-Jun,215,2/12/1992,Samford,SS,Jaquiski Tartt
42350,3-Jun,216,6/25/1992,West Virginia,WR,Kevin White
44959,4-Jun,250,10/9/1993,Iowa,TE,George Kittle
44958,6-Jun,250,7/11/1995,Michigan,TE,Jake Butt
40347,3-Jun,328,4/20/1991,Wyoming,NT,Mike Purcell
46367,8-May,190,7/24/1994,Colorado,RB,Phillip Lindsay
40621,1-Jun,215,11/15/1990,Kansas,SS,Bradley McDougald
43944,2-Jun,303,2/11/1993,Boise State,C,Marcus Henry
28955,3-Jun,218,8/31/1983,Pittsburgh,WR,Larry Fitzgerald
47821,3-Jun,329,12/28/1996,Oklahoma,T,Cody Ford
45305,3-Jun,270,6/25/1994,Florida,DE,Bryan Cox
43472,1-Jun,236,7/3/1993,Oklahoma,OLB,Devante Bond
48013,4-Jun,253,5/9/1996,Prairie View,DE,Quinton Bell
46081,4-Jun,347,2/5/1995,Washington,NT,Vita Vea
41983,2-Jun,195,2/22/1991,West Alabama,WR,Seth Roberts
48211,3-Jun,240,5/18/1996,Texas A&amp;M,MLB,Otaro Alaka
43455,3-Jun,347,7/1/1994,Clemson,NT,D.J. Reader
40399,4-Jun,318,9/8/1991,Georgia,DT,Abry Jones
33469,76,210,6/29/1985,North Carolina State,K,Stephen Hauschka
39972,4-Jun,285,7/24/1990,UCLA,DT,Datone Jones
52528,11-May,220,1/30/1998,Florida,RB,La'Mical Perine
44858,2-Jun,193,8/16/1996,Florida,CB,Quincy Wilson
37737,1-Jun,210,10/24/1987,"Monmouth, N.J.",WR,Chris Hogan
42448,9-May,177,6/17/1993,Duke,WR,Jamison Crowder
47793,11-May,233,7/18/1998,Michigan,ILB,Devin Bush
43317,5-Jun,305,2/21/1994,Stanford,G,Joshua Garnett
43298,5-Jun,240,9/8/1992,Georgia,OLB,Leonard Floyd
46377,Jun-00,194,11/16/1995,North Texas,RB,Jeffery Wilson
44986,3-Jun,215,10/21/1993,Utah,CB,Brian Allen
41269,3-Jun,250,3/26/1991,Brigham Young,OLB,Kyle Van Noy
44991,3-Jun,311,11/11/1994,Louisiana State,NT,Davon Godchaux
52519,4-Jun,335,7/31/1997,Georgia,G,Solomon Kindley
46244,2-Jun,200,4/16/1995,Texas A&amp;M,WR,Damion Ratley
47841,3-Jun,308,3/25/1998,Central Florida,DT,Trysten Hill
41507,1-Jun,212,6/10/1991,Michigan State,WR,Bennie Fowler
48542,5-Jun,320,8/23/1995,Florida State,G,Derrick Kelly
41237,7-Jun,309,7/22/1991,Michigan,T,Taylor Lewan
45280,4-Jun,209,11/18/1993,Arkansas,WR,Cody Hollister
48487,9-May,185,4/13/1997,Buffalo,CB,Cameron Lewis
44941,3-Jun,205,3/21/1996,Tennessee,WR,Josh Malone
43299,1-Jun,203,8/9/1995,Ohio State,CB,Eli Apple
46762,Jun-00,215,1/4/1996,Louisville,RB,Reggie Bonnafon
39992,3-Jun,315,2/2/1989,Purdue,DT,Kawann Short
46228,2-Jun,210,12/22/1995,Northern Iowa,WR,Daurice Fountain
46108,3-Jun,305,9/13/1997,Iowa,G,James Daniels
48751,3-Jun,284,2/11/1996,Nebraska,DE,Freedom Akinmoladun
37082,5-Jun,320,12/12/1990,Southern California,T,Tyron Smith
52459,2-Jun,207,NA,Alabama,CB,Trevon Diggs
37740,6-Jun,314,8/8/1988,Fresno State,G,Kenny Wiggins
42444,2-Jun,265,8/16/1993,Arkansas,DE,Trey Flowers
46466,2-Jun,196,3/28/1997,Texas,CB,Holton Hill
42386,4-Jun,257,11/19/1992,Mississippi State,ILB,Benardrick McKinney
48017,10-May,200,2/15/1997,Washington,RB,Myles Gaskin
42390,1-Jun,205,10/3/1992,Utah,SS,Eric Rowe
53010,Jun-00,175,10/28/1997,Oklahoma,CB,Parnell Motley
44831,6-Jun,250,11/18/1994,Alabama,TE,O.J. Howard
46422,4-Jun,245,12/9/1994,Ohio State,TE,Marcus Baugh
46310,Jun-00,181,3/8/1996,Virginia Tech,CB,Greg Stroman
46680,10-May,205,4/27/1996,Temple,FS,Sean Chandler
47878,4-Jun,250,12/7/1996,Old Dominion,OLB,Oshane Ximines
46135,5-Jun,250,12/10/1995,Georgia,OLB,Lorenzo Carter
47880,4-Jun,312,3/24/1997,Oklahoma,T,Bobby Evans
45478,Jun-00,185,4/15/1994,Pittsburgh,CB,Ryan Lewis
47423,Jun-00,170,12/12/1994,South Carolina,K,Elliott Fry
45680,1-Jun,215,4/12/1994,Miami,ILB,Jamal Carter
47955,2-Jun,190,2/8/1997,Washington,CB,Jordan Miller
